Date,Source,URL,Title,Notes,Keywords,Quality
2020-03-03,Inquirer,https://business.inquirer.net/291714/asian-shares-rise-on-hopes-central-banks-may-act-on-outbreak,Asian shares rise on hopes central banks may act on outbreak,Business,NA,1
2020-03-03,Inquirer,https://business.inquirer.net/291692/stocks-fall-further-on-foreign-selling,Stocks fall further on foreign selling,Business,NA,1
2020-03-03,Inquirer,https://business.inquirer.net/291686/treasury-sells-p-23-2b-in-t-bills,Treasury sells P 23.2B in T-bills,Business,NA,1
2020-03-03,Rappler,https://www.rappler.com/business/253242-federal-reserve-vs-novel-coronavirus-what-can-united-states-central-bank-do/,Fed vs coronavirus: What can the U.S. central bank do?,Business,NA,1
2020-03-03,Rappler,https://www.rappler.com/business/253278-coronavirus-economic-impact-philippines-worse-than-projected/,‘A mess’: Coronavirus economic impact on Philippines worse than projected,Business,NA,1
2020-03-04,Business World,https://www.bworldonline.com/editors-picks/2020/03/04/281669/govt-fully-awards-bonds-opens-tap-facility-on-strong-demand/,"Gov’t fully awards bonds, opens tap facility on strong demand",Manual selection,NA,1
2020-03-04,Business World,https://www.bworldonline.com/editors-picks/2020/03/04/281798/fdi-may-decline-amid-virus-fallout/,FDI may decline amid virus fallout,Manual selection,NA,1
2020-03-04,Business World,https://www.bworldonline.com/editors-picks/2020/03/04/281901/psei-advances-on-bargain-hunting-amid-concerns/,PSEi advances on bargain hunting amid concerns,Manual selection,NA,1
2020-03-04,Business World,https://www.bworldonline.com/editors-picks/2020/03/04/282042/bsp-expected-to-reduce-rates-by-50-bps-more-on-covid-19/,BSP expected to reduce rates by 50 bps more on Covid-19,Manual selection,NA,1
2020-03-04,Inquirer,https://business.inquirer.net/291803/more-cash-circulating-now-shows-rate-cuts-working,More cash circulating now shows rate cuts working,Business,NA,1
2020-03-04,Inquirer,https://business.inquirer.net/291792/asian-stocks-higher-after-wall-street-sinks-despite-rate-cut,Asian stocks higher after Wall Street sinks despite rate cut,Business,NA,1
2020-03-04,Inquirer,https://business.inquirer.net/291776/bsp-ready-with-economy-boosting-moves-if-covid-19-threatens-growth,BSP ready with economy-boosting moves if COVID-19 threatens growth,Business,NA,1
2020-03-04,Inquirer,https://business.inquirer.net/291764/fitch-slashes-growth-forecast-for-ph-to-6,Fitch Solutions slashes growth forecast for PH to 6%,Business,NA,1
2020-03-04,Business Mirror,https://businessmirror.com.ph/2020/03/04/new-laws-to-lead-to-credit-upgrade/,New laws to lead to credit upgrade,Business,NA,1
2020-03-04,Business Mirror,https://businessmirror.com.ph/2020/03/04/jitters-on-virus-impact-prompt-robust-appetite-for-t-bonds/,Jitters on virus impact prompt robust appetite for T-bonds,Business,NA,1
2020-03-04,Philippine Star,https://www.philstar.com/business/2020/03/04/1997863/fitch-unit-cuts-philippines-growth-forecast-6,Fitch unit cuts Philippines growth forecast to 6%,Business,NA,1
2020-03-04,Rappler,https://www.rappler.com/business/253349-updates-global-stock-markets-march-3-2020/,U.S. stocks resume downward trend amid skepticism of Fed rate cut,Business,NA,1
2020-03-04,Rappler,https://www.rappler.com/business/253346-united-states-federal-reserve-emergency-rate-cut-novel-coronavirus-march-3-2020/,U.S. Fed makes emergency rate cut to combat virus risk,Business,NA,1
2020-03-05,Business World,https://www.bworldonline.com/editors-picks/2020/03/05/281906/fed-cuts-rates-to-blunt-impact-of-coronavirus-markets-drop/,Fed cuts rates to blunt impact of coronavirus; markets drop,Manual selection,NA,1
2020-03-05,Business World,https://www.bworldonline.com/editors-picks/2020/03/05/281889/term-deposit-yields-drop-3/,Term deposit yields drop,Manual selection,NA,1
2020-03-05,Business World,https://www.bworldonline.com/editors-picks/2020/03/05/281890/liquidity-lending-growth-pick-up/,"Liquidity, lending growth pick up",Manual selection,NA,1
2020-03-05,Business World,https://www.bworldonline.com/editors-picks/2020/03/05/282195/phl-exports-could-take-300-m-hit-from-coronavirus-outbreak/,PHL exports could take $300-M hit from coronavirus outbreak,Manual selection,NA,1
2020-03-05,Business World,https://www.bworldonline.com/editors-picks/2020/03/05/282208/peso-weakens-slightly-on-february-inflation-report/,Peso weakens slightly on February inflation report,Manual selection,NA,1
2020-03-05,Inquirer,https://business.inquirer.net/291897/monetary-easing-seen-as-bsp-warns-of-covid-19-impact,Monetary easing seen as BSP warns of COVID-19 impact,Business,NA,1
2020-03-05,Inquirer,https://business.inquirer.net/291877/ph-braces-for-higher-inflation-due-to-covid-19,February inflation 2.6 percent but PH braces for price spikes due to COVID-19,Business,NA,1
2020-03-05,Inquirer,https://business.inquirer.net/291873/asian-shares-rise-following-stimulus-led-surge-on-wall-street,Asian shares rise following stimulus-led surge on Wall Street,Business,NA,1
2020-03-05,Inquirer,https://business.inquirer.net/291861/ph-eyes-loan-to-stem-covid-19-impact,PH eyes loan to stem COVID-19 impact,Business,NA,1
2020-03-05,Inquirer,https://business.inquirer.net/291856/despite-foreign-selling-psei-picks-up-by-1-13,"Despite foreign selling, PSEi picks up by 1.13%",Business,NA,1
2020-03-06,Business World,https://www.bworldonline.com/editors-picks/2020/03/06/282264/inflation-slows-down-in-february/,Inflation slows down in February,Manual selection,NA,1
2020-03-06,Business World,https://www.bworldonline.com/editors-picks/2020/03/06/282311/shares-back-in-the-red-as-phl-reports-new-coronavirus-cases/,Shares back in the red as PHL reports new coronavirus cases,Manual selection,NA,1
2020-03-06,Business World,https://www.bworldonline.com/editors-picks/2020/03/06/282312/peso-drops-vs-dollar-on-local-data/,Peso drops vs dollar on local data,Manual selection,NA,1
2020-03-06,Business World,https://www.bworldonline.com/editors-picks/2020/03/06/282322/philippine-dollar-reserves-inch-up-in-february/,Philippine dollar reserves inch up in February,Manual selection,NA,1
2020-03-06,Inquirer,https://business.inquirer.net/291956/ph-dollar-stash-piling-up-high-again,PH dollar stash piling up high again,Business,NA,1
2020-03-06,Inquirer,https://business.inquirer.net/291951/asian-shares-drop-as-virus-fears-grip-markets-again,Asian shares drop as virus fears grip markets again,Business,NA,1
2020-03-06,Inquirer,https://business.inquirer.net/291944/virus-fears-grip-markets-again-stocks-and-bond-yields-slide,Virus fears grip markets again; stocks and bond yields slide,Business,NA,1
2020-03-07,Inquirer,https://business.inquirer.net/292043/psei-closes-down-1-6-on-concerns-over-covid-19-spread,PSEi closes down 1.6% on concerns over COVID-19 spread,Business,NA,1
2020-03-07,Inquirer,https://business.inquirer.net/292041/bsp-forecast-to-cut-interest-rates-further,BSP forecast to cut interest rates further,Business,NA,1
2020-03-07,Inquirer,https://business.inquirer.net/292036/forex-reserves-resume-uptrend-in-february,Forex reserves resume uptrend in February,Business,NA,1
2020-03-07,Rappler,https://www.rappler.com/business/253647-updates-global-stock-markets-march-6-2020/,Global markets extend slump as coronavirus crisis deepens,Business,NA,1
2020-03-07,Rappler,https://www.rappler.com/business/253699-world-finance-chiefs-measures-fight-novel-coronavirus/,World’s finance chiefs open taps for virus fightback,Business,NA,1
2020-03-07,Rappler,https://www.rappler.com/business/253604-novel-coronavirus-impact-asia-pacific-economies-forecast-march-6-2020/,Asia-Pacific economies seen to face $211-billion hit from coronavirus,Business,NA,1
2020-03-07,Rappler,https://www.rappler.com/business/253457-inflation-rate-philippines-february-2020/,Inflation slows down to 2.6% in February 2020,Business,NA,1
2020-03-07,Rappler,https://www.rappler.com/business/253714-china-exports-imports-january-february-2020/,China exports plunge on coronavirus epidemic,Business,NA,1
2020-03-07,Rappler,https://www.rappler.com/business/253451-global-growth-2020-to-dip-below-2019-rate-imf-novel-coronavirus/,IMF chief calls for all-out offensive to counteract epidemic,Business,NA,1
2020-03-07,Rappler,https://www.rappler.com/business/253679-solid-united-states-economy-bracing-for-novel-coronavirus-infection/,Solid U.S. economy bracing for coronavirus infection,Business,NA,1
2020-03-08,Business World,https://www.bworldonline.com/editors-picks/2020/03/08/282502/downgrading-gdp-growth-covid-19-impact/,Downgrading GDP growth (COVID-19 impact),,Full Criteria,1
2020-03-09,Business World,https://www.bworldonline.com/editors-picks/2020/03/09/282360/psei-to-move-sideways-ahead-of-earnings-reports/,PSEi to move sideways ahead of earnings reports,Manual selection,NA,1
2020-03-09,Business World,https://www.bworldonline.com/editors-picks/2020/03/09/282457/peso-seen-to-weaken-further-as-coronavirus-continues-to-spread/,Peso seen to weaken further as coronavirus continues to spread,Manual selection,NA,1
2020-03-09,Business World,https://www.bworldonline.com/editors-picks/2020/03/09/282455/treasury-bill-rates-may-decline-on-appetite-for-shorter-tenors/,Treasury bill rates may decline on appetite for shorter tenors,Manual selection,NA,1
2020-03-09,Business World,https://www.bworldonline.com/editors-picks/2020/03/09/282578/supply-chain-disruption-likely-to-cause-price-spikes-dof/,Supply chain disruption likely to cause price spikes — DoF,Manual selection,NA,2
2020-03-09,Business World,https://www.bworldonline.com/editors-picks/2020/03/09/282577/banks-may-face-risks-from-virus/,Banks may face risks from virus,Manual selection,NA,1
2020-03-09,Business World,https://www.bworldonline.com/editors-picks/2020/03/09/282400/asia-to-take-major-fdi-hit-from-global-coronavirus-outbreak/,Asia to take major FDI hit from global coronavirus outbreak,Manual selection,NA,1
2020-03-09,Business World,https://www.bworldonline.com/editors-picks/2020/03/09/282712/phl-shares-plunge-on-worries-over-coronavirus/,PHL shares plunge on worries over coronavirus,Manual selection,NA,1
2020-03-09,Inquirer,https://business.inquirer.net/292153/bsp-moves-to-calm-jittery-markets-with-relief-package-for-banks,BSP moves to calm jittery markets with relief package for banks,Business,NA,1
2020-03-09,Inquirer,https://business.inquirer.net/292151/ph-defers-panda-bond-sale-amid-coronavirus-threat,PH defers panda bond sale amid coronavirus threat,Business,NA,1
2020-03-09,Inquirer,https://business.inquirer.net/292148/ph-stocks-see-worst-bloodbath-in-12-years,PH stocks see worst bloodbath in 12 years,Business,NA,1
2020-03-09,Rappler,https://www.rappler.com/business/253906-novel-coronavirus-outbreak-impact-global-fdi-un-assessment-march-8-2020/,Coronavirus outbreak will slash global investment flows – U.N.,Business,NA,1
2020-03-09,Rappler,https://www.rappler.com/business/253921-novel-coronavirus-cause-first-annual-decline-oil-use-in-decade-iea/,Coronavirus to cause 1st annual decline in oil use in decade – IEA,Business,NA,1
2020-03-09,Rappler,https://www.rappler.com/business/253876-philippine-stock-exchange-index-march-9-2020/,Philippine stocks suffer worst nosedive since global financial crisis,Business,NA,1
2020-03-09,Rappler,https://www.rappler.com/business/253871-peza-asks-senate-delay-citira-passage-novel-coronavirus-crisis/,PEZA asks Senate to delay Citira passage amid coronavirus crisis,Business,NA,1
2020-03-09,Rappler,https://www.rappler.com/business/253845-novel-coronavirus-seen-make-philippines-miss-gross-domestic-product-growth-target-2020/,Coronavirus seen to make Philippines miss 2020 GDP growth target,Business,NA,1
2020-03-10,Business World,https://www.bworldonline.com/editors-picks/2020/03/10/282718/diokno-says-banks-have-enough-buffers-vs-risks/,Diokno says banks have enough buffers vs risks,Manual selection,NA,1
2020-03-10,Business World,https://www.bworldonline.com/editors-picks/2020/03/10/282719/govt-makes-full-award-of-t-bills-as-rates-mostly-drop-on-demand/,Gov’t makes full award of T-bills as rates mostly drop on demand,Manual selection,NA,1
2020-03-10,Business World,https://www.bworldonline.com/editors-picks/2020/03/10/282763/philippine-stocks-slide-into-bear-market-territory/,Philippine stocks slide into bear market territory,Manual selection,NA,1
2020-03-10,Business World,https://www.bworldonline.com/editors-picks/2020/03/10/282977/pse-index-inches-higher-as-investors-buy-bargains/,PSE index inches higher as investors buy bargains,Manual selection,NA,1
2020-03-10,Philippine Star,https://www.philstar.com/business/2020/03/10/1999456/fmic-sees-q1-gdp-growth-lower-08-ppt,FMIC sees Q1 GDP growth lower by 0.8 ppt,Business,NA,1
2020-03-10,Rappler,https://www.rappler.com/business/254113-japan-economic-package-offset-coronavirus-damage-march-10-2020/,Japan unveils fresh economic package to offset virus damage,Business,NA,1
2020-03-10,Rappler,https://www.rappler.com/business/254038-inflation-rate-china-february-2020/,"China inflation slips but stays high on coronavirus, food worries",Business,NA,1
2020-03-10,Rappler,https://www.rappler.com/business/253979-egypt-tourism-sector-braces-novel-coronavirus-impact/,Egypt’s fragile tourism sector braces for coronavirus impact,Business,NA,1
2020-03-10,Rappler,https://www.rappler.com/business/253956-novel-coronavirus-impact-youth-unemployment-un-assessment-march-9-2020/,U.N. warns of virus impact on swelling youth unemployment,Business,NA,1
2020-03-10,Rappler,https://www.rappler.com/business/253925-imf-calls-for-substantial-stimulus-coordination-novel-coronavirus/,"IMF calls for ‘substantial’ stimulus, coordination against coronavirus",Business,NA,1
2020-03-10,Rappler,https://www.rappler.com/business/253953-novel-coronavirus-impact-global-economy-un-assessment-march-9-2020/,Coronavirus crisis could cost world up to $2 trillion – U.N.,Business,NA,1
2020-03-11,Business World,https://www.bworldonline.com/editors-picks/2020/03/11/282982/abe-pressures-boj-to-ramp-up-stimulus-ahead-of-rate-review/,Abe pressures BoJ to ramp up stimulus ahead of rate review,Manual selection,NA,1
2020-03-11,Business World,https://www.bworldonline.com/editors-picks/2020/03/11/282983/rediscount-facility-untapped-2/,Rediscount facility untapped,Manual selection,NA,1
2020-03-11,Business World,https://www.bworldonline.com/editors-picks/2020/03/11/283111/2019-fdi-falls-on-global-uncertainties/,2019 FDI falls on global uncertainties,Manual selection,NA,1
2020-03-11,Business World,https://www.bworldonline.com/editors-picks/2020/03/11/283169/main-index-climbs-further-despite-cautious-trade/,Main index climbs further despite cautious trade,Manual selection,NA,1
2020-03-11,Business Mirror,https://businessmirror.com.ph/2020/03/11/time-to-buy-philippine-equities/,Time to buy Philippine equities?,Business,NA,1
2020-03-11,Philippine Star,https://www.philstar.com/business/2020/03/11/1999988/higher-2021-budget-eyed-bounce-back-covid-19,Higher 2021 budget eyed to bounce back from COVID-19,Business,NA,1
2020-03-11,Rappler,https://www.rappler.com/business/254048-philippines-budget-deficit-combat-coronavirus/,Philippines to borrow more than planned to combat coronavirus impact,Business,NA,1
2020-03-12,Business World,https://www.bworldonline.com/editors-picks/2020/03/12/283175/yields-on-bsps-term-deposits-drop-on-virus-lower-oil-prices/,"Yields on BSP’s term deposits drop on virus, lower oil prices",Manual selection,NA,1
2020-03-12,Business World,https://www.bworldonline.com/editors-picks/2020/03/12/283215/phl-seen-insulated-from-virus-fallout/,PHL seen ‘insulated’ from virus fallout,Manual selection,NA,1
2020-03-12,Business World,https://www.bworldonline.com/editors-picks/2020/03/12/283386/psei-sinks-to-5700-level-as-coronavirus-spreads/,"PSEi sinks to 5,700 level as coronavirus spreads",Manual selection,NA,1
2020-03-12,Philippine Star,https://www.philstar.com/business/2020/03/12/1999999/black-swan-2020,The Black Swan of 2020,Business,NA,1
2020-03-12,Rappler,https://www.rappler.com/business/254272-philippine-stock-exchange-index-march-12-2020/,Coronavirus meltdown: Circuit breaker triggered as PSEi falls 10%,Business,NA,1
2020-03-12,Rappler,https://www.rappler.com/business/254263-dti-orders-nationwide-price-freeze-coronavirus-emergency/,DTI orders nationwide price freeze amid coronavirus emergency,Business,NA,1
2020-03-12,Rappler,https://www.rappler.com/business/254220-philippine-stock-exchange-index-morning-trade-march-12-2020/,"Coronavirus jitters send PSEi flirting with 5,900",Business,NA,1
2020-03-12,Rappler,https://www.rappler.com/business/254212-updates-global-stock-markets-march-11-2020/,Dow in bear market as global rout deepens on coronavirus fears,Business,NA,1
2020-03-13,Business World,https://www.bworldonline.com/editors-picks/2020/03/13/283391/bsp-instructs-lenders-to-prepare-contingencies-as-virus-spreads/,BSP instructs lenders to prepare contingencies as virus spreads,Manual selection,NA,1
2020-03-13,Business World,https://www.bworldonline.com/editors-picks/2020/03/13/283532/economic-growth-may-fall-below-5-this-year/,Economic growth may fall below 5% this year,Manual selection,NA,1
2020-03-13,Business World,https://www.bworldonline.com/editors-picks/2020/03/13/283425/never-before-seen-phl-braces-for-pandemic/,‘Never before seen’:PHL braces for pandemic,Manual selection,NA,1
2020-03-13,Business World,https://www.bworldonline.com/editors-picks/2020/03/13/283531/stocks-plummet-on-coronavirus-fears/,Stocks plummet on coronavirus fears,Manual selection,NA,1
2020-03-13,Business World,https://www.bworldonline.com/editors-picks/2020/03/13/283554/peso-weakens-but-comes-off-lows-after-stocks-rebound/,Peso weakens but comes off lows after stocks rebound,Manual selection,NA,1
2020-03-13,Business World,https://www.bworldonline.com/editors-picks/2020/03/13/283555/peso-deemed-among-most-resilient-currencies-in-asia-dof/,Peso deemed among most resilient currencies in Asia — DoF,Manual selection,NA,1
2020-03-13,Business World,https://www.bworldonline.com/editors-picks/2020/03/13/283559/sss-gsis-directed-to-prop-up-pse-with-more-equities-purchases/,"SSS, GSIS directed to prop up PSE with more equities purchases",Manual selection,NA,1
2020-03-13,Business World,https://www.bworldonline.com/editors-picks/2020/03/13/283587/stocks-rise-1-as-investors-pension-funds-snap-bargains/,"Stocks rise 1% as investors, pension funds snap bargains",Manual selection,NA,1
2020-03-13,Business World,https://www.bworldonline.com/editors-picks/2020/03/13/283597/economy-at-risk-from-metro-lockdown-analysts/,Economy at risk from metro lockdown — analysts,Manual selection,NA,1
2020-03-13,Inquirer,https://business.inquirer.net/292427/dominguez-3m-adb-grant-ample-govt-funds-to-boost-ph-fight-vs-covid-19,"Dominguez: $3M ADB grant, ample gov’t funds to boost PH fight vs COVID-19",Business,NA,1
2020-03-13,Inquirer,https://business.inquirer.net/292431/psei-regains-1-after-highly-volatile-session,PSEi regains 1% after highly-volatile session,Business,NA,1
2020-03-13,Inquirer,https://business.inquirer.net/292419/asian-shares-plunge-after-wall-streets-worst-day-since-87,Asian shares plunge after Wall Street’s worst day since ’87,Business,NA,1
2020-03-13,Philippine Star,https://www.philstar.com/business/2020/03/13/2000303/diokno-assures-financial-institutions-continued-service-amid-pandemic,Diokno assures financial institutions of continued service amid pandemic,Business,NA,1
2020-03-13,Philippine Star,https://www.philstar.com/business/2020/03/13/2000305/bsp-orders-banks-prepare-response-plans-virus-spreads,BSP orders banks to prepare response plans as virus spreads,Business,NA,1
2020-03-13,Philippine Star,https://www.philstar.com/business/2020/03/13/2000585/amid-market-panic-sec-wants-listed-investors-informed-coronavirus-risks,"Amid market panic, SEC wants listed investors informed of coronavirus risks",Business,NA,1
2020-03-13,Philippine Star,https://www.philstar.com/business/2020/03/13/2000564/circuit-breakers-save-psei-back-back-freefall,‘Circuit breakers’ save PSEi from back-to-back freefall,Business,NA,1
2020-03-13,Rappler,https://www.rappler.com/business/254490-china-to-cut-banks-reserve-requirement-combat-coronavirus-fallout-march-16-2020/,China to cut banks’ reserve requirement to combat virus fallout,Business,NA,1
2020-03-13,Rappler,https://www.rappler.com/business/254507-norway-sweden-launch-economic-coronavirus-response-march-13-2020/,Scandinavian countries launch economic virus response,Business,NA,1
2020-03-13,Rappler,https://www.rappler.com/business/254424-philippine-stock-exchange-index-march-13-2020/,Wild ride: PSEi gains 1% as coronavirus ramps up volatility,Business,NA,1
2020-03-13,Rappler,https://www.rappler.com/business/254402-updates-global-oil-prices-march-13-2020/,Oil prices head for worst weekly loss in over a decade,Business,NA,1
2020-03-13,Rappler,https://www.rappler.com/business/254360-novel-coronavirus-shines-spotlight-united-states-economic-inequality/,https://www.rappler.com/business/254360-novel-coronavirus-shines-spotlight-united-states-economic-inequality/,Business,NA,1
2020-03-13,Rappler,https://www.rappler.com/business/254335-us-federal-reserve-cash-injections-markets-novel-coronavirus/,U.S. Fed ramps up cash injections to keep market gears grinding,Business,NA,1
2020-03-13,Rappler,https://www.rappler.com/business/254329-updates-global-stock-markets-march-12-2020/,"Global stocks suffer historic rout, shrugging off central bank steps",Business,NA,1
2020-03-13,Rappler,https://www.rappler.com/business/254324-depth-economic-slowdown-depends-response-imf-novel-coronavirus/,Depth of economic slowdown depends on response – IMF,Business,NA,1
2020-03-14,Inquirer,https://business.inquirer.net/292589/relief-package-for-ph-borrowers-readied-as-bsp-moves-to-calm-jittery-markets,Relief package for PH borrowers readied as BSP moves to calm jittery markets,Business,NA,1
2020-03-14,Inquirer,https://business.inquirer.net/292579/gsis-sss-ordered-to-take-advantage-of-market-slump,"GSIS, SSS ordered to take advantage of market slump",Business,NA,1
2020-03-14,Inquirer,https://business.inquirer.net/292575/psei-down-14-4-in-dreadful-week-for-stocks,PSEi down 14.4% in dreadful week for stocks,Business,NA,1
2020-03-14,Rappler,https://www.rappler.com/business/254472-updates-global-stock-markets-march-13-2020/,Late surge lifts Wall Street stocks as coronavirus hits economy,Business,NA,1
2020-03-15,Business World,https://www.bworldonline.com/editors-picks/2020/03/15/283780/of-pandemics-past-and-covid-19s-economic-impact/,Of pandemics past and COVID-19’s economic impact,Manual selection,NA,1
2020-03-15,Rappler,https://www.rappler.com/business/254633-pse-trading-hours-metro-manila-lockdown-march-16-april-14-2020/,PSE shortens trading hours as Metro Manila goes on lockdown,Business,NA,1
2020-03-15,Rappler,https://www.rappler.com/business/254663-coronavirus-makes-zero-rates-possibility-us-federal-reserve/,Raging coronavirus makes zero rates a possibility as U.S. Fed meets,Business,NA,1
2020-03-16,Business World,https://www.bworldonline.com/editors-picks/2020/03/16/283630/volatility-seen-amid-uncertainties-due-to-virus/,Volatility seen amid uncertainties due to virus,Manual selection,NA,1
2020-03-16,Business World,https://www.bworldonline.com/editors-picks/2020/03/16/283703/peso-may-depreciate-further-on-virus-economic-impact-worries/,Peso may depreciate further on virus economic impact worries,Manual selection,NA,1
2020-03-16,Business World,https://www.bworldonline.com/editors-picks/2020/03/16/283701/rates-of-treasury-bonds-bills-to-drop-on-demand-for-govt-papers/,"Rates of Treasury bonds, bills to drop on demand for gov’t papers",Manual selection,NA,1
2020-03-16,Business World,https://www.bworldonline.com/editors-picks/2020/03/16/283810/central-bank-seen-to-cut-rates-by-25-basis-points-this-week/,Central bank seen to cut rates by 25 basis points this week,Manual selection,NA,1
2020-03-16,Business World,https://www.bworldonline.com/editors-picks/2020/03/16/283923/stocks-plunge-as-investors-assess-virus-impact/,Stocks plunge as investors assess virus impact,Manual selection,NA,1
2020-03-16,Business World,https://www.bworldonline.com/editors-picks/2020/03/16/284031/forecasting-in-a-time-of-radical-uncertainty/,Forecasting in a time of radical uncertainty,Manual selection,NA,1
2020-03-16,Inquirer,https://business.inquirer.net/292714/ph-stock-market-shutting-down-starting-march-17-until-further-notice,PH stock market shutting down by March 17 until further notice,Business,NA,1
2020-03-16,Inquirer,https://business.inquirer.net/292677/treasury-rejects-91-day-t-bill-bids-as-investors-held-on-to-cash-amid-covid-19-fears,Treasury rejects 91-day T-bill bids as investors held on to cash amid COVID-19 fears,Business,NA,1
2020-03-16,Inquirer,https://business.inquirer.net/292658/pse-shortens-trading-hours-amid-mm-wide-curfew,PSE shortens trading hours amid MM-wide curfew,Business,NA,1
2020-03-16,Philippine Star,https://www.philstar.com/business/2020/03/16/2001105/bsp-grants-relief-banks,BSP grants relief to banks,Business,NA,1
2020-03-16,Philippine Star,https://www.philstar.com/business/2020/03/16/2001103/business-usual-banks,Business as usual for banks,Business,NA,1
2020-03-16,Philippine Star,https://www.philstar.com/business/2020/03/16/2001101/market-remain-weak-week,Market to remain weak this week,Business,NA,1
2020-03-16,Rappler,https://www.rappler.com/business/254691-coronavirus-credit-crunch-risks-turning-firms-zombie-army/,Coronavirus credit crunch risks turning firms into zombie army,Business,NA,1
2020-03-16,Rappler,https://www.rappler.com/business/254752-united-states-federal-reserve-interest-rate-cut-march-15-2020/,"U.S. Fed slashes key interest rate, rolls out massive response to pandemic",Business,NA,1
2020-03-16,Rappler,https://www.rappler.com/business/254794-updates-global-stock-markets-march-16-2020/,Markets plunge as intervention fails to ease virus panic,Business,NA,1
2020-03-16,Rappler,https://www.rappler.com/business/254775-duterte-economic-team-rolls-out-package-vs-coronavirus/,Duterte’s economic team rolls out P27.1-billion package vs coronavirus,Business,NA,1
2020-03-16,Rappler,https://www.rappler.com/business/254805-world-needs-coordinated-fiscal-response-coronavirus-pandemic-imf/,World needs coordinated fiscal response to pandemic – IMF chief,Business,NA,1
2020-03-16,Rappler,https://www.rappler.com/business/254801-bank-of-japan-emergency-measures-coronavirus-march-16-2020/,Bank of Japan unveils emergency measures over coronavirus,Business,NA,1
2020-03-16,Rappler,https://www.rappler.com/business/254728-philippine-stock-exchange-index-march-16-2020/,Coronavirus pushes Philippine shares deeper into bear territory,Business,NA,1
2020-03-17,Business World,https://www.bworldonline.com/editors-picks/2020/03/17/283929/fed-slashes-rates-to-near-zero-to-cushion-blow-from-coronavirus/,Fed slashes rates to near zero to cushion blow from coronavirus,Manual selection,NA,1
2020-03-17,Business World,https://www.bworldonline.com/editors-picks/2020/03/17/283900/banks-see-lower-loans-more-bad-debt-on-virus/,"Banks see lower loans, more bad debt on virus",Manual selection,NA,1
2020-03-17,Business World,https://www.bworldonline.com/editors-picks/2020/03/17/283928/govt-makes-partial-t-bills-award-on-uncertainties-over-covid-19/,Gov’t makes partial T-bills award on uncertainties over COVID-19,Manual selection,NA,1
2020-03-17,Business World,https://www.bworldonline.com/editors-picks/2020/03/17/283989/jan-remittance-growth-fastest-in-nearly-2-years/,Jan. remittance growth fastest in nearly 2 years,Manual selection,NA,1
2020-03-17,Business World,https://www.bworldonline.com/editors-picks/2020/03/17/284040/phl-companies-gauge-coronavirus-impact/,PHL companies gauge coronavirus impact,Manual selection,NA,1
2020-03-17,Inquirer,https://business.inquirer.net/292804/pse-to-reopen-thursday,PSE to reopen Thursday,Business,NA,1
2020-03-17,Inquirer,https://business.inquirer.net/292765/bsps-answer-to-deepening-covid-19-crisis-deeper-rate-cuts,BSP’s answer to deepening COVID-19 crisis: Deeper rate cuts,Business,NA,1
2020-03-17,Inquirer,https://business.inquirer.net/292762/ph-eyes-1-billion-in-loans-to-triple-war-chest-vs-covid-19,PH eyes $1 billion in loans to triple war chest vs. COVID-19,Business,NA,1
2020-03-17,Inquirer,https://business.inquirer.net/292747/asian-shares-bounce-after-wall-street-dive-recession-warning,"Asian shares bounce after Wall Street dive, recession warning ",Business,NA,1
2020-03-17,Inquirer,https://business.inquirer.net/292741/gsis-sss-bought-p385m-in-stocks-ahead-of-market-shutdown,"GSIS, SSS bought P385M in stocks ahead of market shutdown",Business,NA,1
2020-03-17,Inquirer,https://business.inquirer.net/292739/philippines-suspends-stock-market-trade-over-virus-fears,Philippines suspends stock market trade over virus fears,Business,NA,1
2020-03-17,Philippine Star,https://www.philstar.com/business/2020/03/17/2001577/trading-suspension-govt-response-coronavirus-emergency-paralyzes-local-stock-market,Trading suspension: Gov’t response to coronavirus emergency paralyzes local stock market,Business,NA,1
2020-03-17,Rappler,https://www.rappler.com/business/254827-philippine-stock-exchange-suspension-march-17-2020-coronavirus/,Philippines suspends stock market trade over virus fears,Business,NA,1
2020-03-17,Rappler,https://www.rappler.com/business/254908-g7-pledge-safeguard-economy-novel-coronavirus/,G7 pledge to ‘do whatever it takes’ to safeguard economy,Business,NA,1
2020-03-18,Business World,https://www.bworldonline.com/editors-picks/2020/03/18/284123/asian-stocks-fall-after-historic-wall-street-plunge/,Asian stocks fall after historic Wall Street plunge,Manual selection,NA,1
2020-03-18,Business World,https://www.bworldonline.com/editors-picks/2020/03/18/284130/bsp-to-boost-oversight-of-payment-systems/,BSP to boost oversight of payment systems,Manual selection,NA,2
2020-03-18,Business World,https://www.bworldonline.com/editors-picks/2020/03/18/284165/aboitiz-group-allocates-p73b-capex-this-year/,Aboitiz group allocates P73B capex this year,Manual selection,NA,1
2020-03-18,Business World,https://www.bworldonline.com/editors-picks/2020/03/18/284131/banks-ready-to-provide-services-cash-during-enhanced-lockdown/,"Banks ready to provide services, cash during ‘enhanced’ lockdown",Manual selection,NA,2
2020-03-18,Business World,https://www.bworldonline.com/editors-picks/2020/03/18/284237/government-unveils-p27-billion-stimulus-but-some-say-its-not-enough/,"Government unveils P27-billion stimulus, but some say it’s not enough",Manual selection,NA,1
